Parameters;1_precision-mean;1_precision-std;1_recall-mean;1_recall-std;1_f1-score-mean;1_f1-score-std;-1_precision-mean;-1_precision-std;-1_recall-mean;-1_recall-std;-1_f1-score-mean;-1_f1-score-std;macro avg_precision-mean;macro avg_precision-std;macro avg_recall-mean;macro avg_recall-std;macro avg_f1-score-mean;macro avg_f1-score-std;weighted avg_precision-mean;weighted avg_precision-std;weighted avg_recall-mean;weighted avg_recall-std;weighted avg_f1-score-mean;weighted avg_f1-score-std;accuracy-mean;accuracy-std;time-mean;time-std
reg_kernel:rbf_gamma:scale_nu:0.05;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.00936269760131836;0.00400993941088763
reg_kernel:rbf_gamma:scale_nu:0.1;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.007097291946411133;0.0007155476673737455
reg_kernel:rbf_gamma:scale_nu:0.15;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.007344675064086914;0.0005581383397566207
reg_kernel:rbf_gamma:scale_nu:0.2;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006745433807373047;0.000379795950279759
reg_kernel:rbf_gamma:scale_nu:0.25;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006489229202270508;8.712134592905666e-05
reg_kernel:rbf_gamma:scale_nu:0.3;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.007800436019897461;0.0014044127997519223
reg_kernel:rbf_gamma:scale_nu:0.35;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006659269332885742;0.00043886492193141903
reg_kernel:rbf_gamma:scale_nu:0.4;0.8;0.4;0.4666666666666666;0.3231786571610886;0.5666666666666667;0.3265986323710904;0.9859917920656635;0.008687150587126099;1.0;0.0;0.9929272537417333;0.004398260341466242;0.8929958960328317;0.20234531684288135;0.7333333333333333;0.16158932858054428;0.7797969602042001;0.1652218438467623;0.9817186198997978;0.015559807061631238;0.9860999732691793;0.008644848232987331;0.9819179387066841;0.01230227216322307;0.9860999732691793;0.008644848232987331;0.006665563583374024;0.000518564051034353
reg_kernel:rbf_gamma:scale_nu:0.45;0.8;0.4;0.4666666666666666;0.3231786571610886;0.5666666666666667;0.3265986323710904;0.9859917920656635;0.008687150587126099;1.0;0.0;0.9929272537417333;0.004398260341466242;0.8929958960328317;0.20234531684288135;0.7333333333333333;0.16158932858054428;0.7797969602042001;0.1652218438467623;0.9817186198997978;0.015559807061631238;0.9860999732691793;0.008644848232987331;0.9819179387066841;0.01230227216322307;0.9860999732691793;0.008644848232987331;0.007700872421264648;0.001658951947281676
reg_kernel:rbf_gamma:scale_nu:0.5;0.6;0.48989794855663565;0.4;0.37416573867739417;0.4666666666666666;0.4;0.9837464031322233;0.011711644444974707;1.0;0.0;0.9917714229883794;0.005961098506729968;0.7918732015661116;0.2501148307033468;0.7;0.18708286933869706;0.7292190448275231;0.2028298063437786;0.9726541064468212;0.025424648365791308;0.9838011226944667;0.011732790258527904;0.9773536883241354;0.018184942710202694;0.9838011226944667;0.011732790258527904;0.0071240425109863285;0.0008615558195221653
reg_kernel:rbf_gamma:scale_nu:0.55;0.6;0.48989794855663565;0.4;0.37416573867739417;0.4666666666666666;0.4;0.9837464031322233;0.011711644444974707;1.0;0.0;0.9917714229883794;0.005961098506729968;0.7918732015661116;0.2501148307033468;0.7;0.18708286933869706;0.7292190448275231;0.2028298063437786;0.9726541064468212;0.025424648365791308;0.9838011226944667;0.011732790258527904;0.9773536883241354;0.018184942710202694;0.9838011226944667;0.011732790258527904;0.007037830352783203;0.0005396378443738349
reg_kernel:rbf_gamma:scale_nu:0.6;0.6;0.48989794855663565;0.3333333333333333;0.27888667551135854;0.42666666666666664;0.3517574922206112;0.9813934619557527;0.009100573039833238;1.0;0.0;0.9905879910357166;0.004654118416228259;0.7906967309778763;0.24914504762483575;0.6666666666666666;0.13944333775567924;0.7086273288511917;0.17800088867034236;0.9703823011729874;0.023298241370313697;0.9815022721197539;0.009182571878454551;0.9748317540250128;0.015553383280873339;0.9815022721197539;0.009182571878454551;0.0069694042205810545;0.0009260527916478846
reg_kernel:rbf_gamma:scale_nu:0.65;0.6;0.48989794855663565;0.3333333333333333;0.27888667551135854;0.42666666666666664;0.3517574922206112;0.9813934619557527;0.009100573039833238;1.0;0.0;0.9905879910357166;0.004654118416228259;0.7906967309778763;0.24914504762483575;0.6666666666666666;0.13944333775567924;0.7086273288511917;0.17800088867034236;0.9703823011729874;0.023298241370313697;0.9815022721197539;0.009182571878454551;0.9748317540250128;0.015553383280873339;0.9815022721197539;0.009182571878454551;0.0070041179656982425;0.0005327496648022885
reg_kernel:rbf_gamma:scale_nu:0.7;0.6;0.48989794855663565;0.3333333333333333;0.27888667551135854;0.42666666666666664;0.3517574922206112;0.9813934619557527;0.009100573039833238;1.0;0.0;0.9905879910357166;0.004654118416228259;0.7906967309778763;0.24914504762483575;0.6666666666666666;0.13944333775567924;0.7086273288511917;0.17800088867034236;0.9703823011729874;0.023298241370313697;0.9815022721197539;0.009182571878454551;0.9748317540250128;0.015553383280873339;0.9815022721197539;0.009182571878454551;0.006599569320678711;0.0001701635072515044
reg_kernel:rbf_gamma:scale_nu:0.75;0.6;0.48989794855663565;0.3333333333333333;0.27888667551135854;0.42666666666666664;0.3517574922206112;0.9813934619557527;0.009100573039833238;1.0;0.0;0.9905879910357166;0.004654118416228259;0.7906967309778763;0.24914504762483575;0.6666666666666666;0.13944333775567924;0.7086273288511917;0.17800088867034236;0.9703823011729874;0.023298241370313697;0.9815022721197539;0.009182571878454551;0.9748317540250128;0.015553383280873339;0.9815022721197539;0.009182571878454551;0.00662083625793457;0.00032703112319864034
reg_kernel:rbf_gamma:scale_nu:0.8;0.4;0.48989794855663565;0.2;0.24494897427831783;0.26666666666666666;0.3265986323710904;0.9768498514080853;0.0101599594160867;1.0;0.0;0.9882626510585547;0.005199636251459249;0.6884249257040427;0.24960547817655465;0.6;0.1224744871391589;0.6274646588626107;0.16567875827849635;0.9590988151269638;0.02529887998624902;0.9769045709703288;0.010221314962581761;0.9670693568056843;0.016969316032458888;0.9769045709703288;0.010221314962581761;0.006943845748901367;0.0007891841753682448
reg_kernel:rbf_gamma:scale_nu:0.85;0.4;0.48989794855663565;0.2;0.24494897427831783;0.26666666666666666;0.3265986323710904;0.9768498514080853;0.0101599594160867;1.0;0.0;0.9882626510585547;0.005199636251459249;0.6884249257040427;0.24960547817655465;0.6;0.1224744871391589;0.6274646588626107;0.16567875827849635;0.9590988151269638;0.02529887998624902;0.9769045709703288;0.010221314962581761;0.9670693568056843;0.016969316032458888;0.9769045709703288;0.010221314962581761;0.0065819740295410155;0.00019317657885368494
reg_kernel:rbf_gamma:scale_nu:0.005;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006509590148925781;0.0002259909030583792
reg_kernel:rbf_gamma:scale_nu:0.01;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.007401371002197265;0.0017669162491548323
reg_kernel:rbf_gamma:scale_nu:0.015;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006325531005859375;6.009253142946585e-05
reg_kernel:rbf_gamma:scale_nu:0.02;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006859540939331055;0.0005641235699021726
reg_kernel:rbf_gamma:scale_nu:0.025;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006914901733398438;0.0005199119428311385
reg_kernel:rbf_gamma:scale_nu:0.03;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006705284118652344;0.00036274046611442794
reg_kernel:rbf_gamma:scale_nu:0.035;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006379413604736328;0.00010668088809158717
reg_kernel:rbf_gamma:scale_nu:0.04;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.00702972412109375;0.0005342791812967016
reg_kernel:rbf_gamma:scale_nu:0.045;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006762027740478516;0.0006403304678744821
reg_kernel:rbf_gamma:scale_nu:0.05;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006480693817138672;0.00011404046886317071
reg_kernel:rbf_gamma:scale_nu:0.055;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006524896621704102;0.00011529658230134737
reg_kernel:rbf_gamma:scale_nu:0.06;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.006555747985839844;0.0002915889204905112
reg_kernel:rbf_gamma:scale_nu:0.065;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.007252550125122071;0.0016043826641882683
reg_kernel:rbf_gamma:scale_nu:0.07;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.008509969711303711;0.0016619343772513928
reg_kernel:rbf_gamma:scale_nu:0.075;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.01064457893371582;0.0005902958333031004
reg_kernel:rbf_gamma:scale_nu:0.08;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.011582231521606446;0.0013508916414015134
reg_kernel:rbf_gamma:scale_nu:0.085;1.0;0.0;0.5666666666666667;0.2260776661041756;0.7;0.16329931618554522;0.9882900136798906;0.007354439449044694;1.0;0.0;0.9940967629655411;0.0037203657365096924;0.9941450068399453;0.003677219724522347;0.7833333333333333;0.1130388330520878;0.8470483814827705;0.08345413508179333;0.9886145572904382;0.00710172249367118;0.9884255546645282;0.007269898683557956;0.9861610252353646;0.009052079396182602;0.9884255546645282;0.007269898683557956;0.010399675369262696;0.0007694377215983084
