Parameters;1_precision-mean;1_precision-std;1_recall-mean;1_recall-std;1_f1-score-mean;1_f1-score-std;-1_precision-mean;-1_precision-std;-1_recall-mean;-1_recall-std;-1_f1-score-mean;-1_f1-score-std;macro avg_precision-mean;macro avg_precision-std;macro avg_recall-mean;macro avg_recall-std;macro avg_f1-score-mean;macro avg_f1-score-std;weighted avg_precision-mean;weighted avg_precision-std;weighted avg_recall-mean;weighted avg_recall-std;weighted avg_f1-score-mean;weighted avg_f1-score-std;accuracy-mean;accuracy-std;time-mean;time-std
reg_kernel:rbf_gamma:scale_nu:0.05;0.4920905432768147;0.004358423915213992;0.9346858113324069;0.01590172423366601;0.6447300098007681;0.00750908551798479;0.44306399482870074;0.05593243998114557;0.0496124031007752;0.001550387596899225;0.08907678621168312;0.0025778191786106418;0.46757726905275765;0.03013818126608882;0.4921491072165911;0.007737258263867894;0.3669033980062256;0.0042239515397725635;0.467385154001337;0.03033907088408637;0.4888683296783626;0.007852658906036;0.3648430379533804;0.0043356391532361725;0.4888683296783626;0.007852658906036;0.06133599281311035;0.003862989181740172
reg_kernel:rbf_gamma:scale_nu:0.1;0.492578968142621;0.0033616706761838843;0.8898502393083219;0.011411843040248991;0.634124771122518;0.005548634491242931;0.4728502374137341;0.02843120442386294;0.09689922480620156;0.004902756062276557;0.16074847838590636;0.007460347460200374;0.4827146027781775;0.01587321080769884;0.49337473205726157;0.005959433744659224;0.39743662475421215;0.005257534314378286;0.4826418162356715;0.015971248777385556;0.49043311403508766;0.005937440834233245;0.39568065610899084;0.005277719530696143;0.49043311403508766;0.005937440834233245;0.09649829864501953;0.0035916128191183757
reg_kernel:rbf_gamma:scale_nu:0.15;0.497678853056306;0.002912713671140827;0.8520796665122742;0.012898458501014815;0.6283362365674009;0.005613596046834828;0.5124454013088643;0.01619320662173058;0.15271317829457365;0.006297704189640278;0.2351501400216362;0.007039616515773416;0.5050621271825851;0.00952909652635832;0.5023964224034237;0.004628481368018894;0.4317431882945185;0.0035232877999975256;0.5051148639282597;0.009576613460495657;0.49980278386939575;0.004717892832416095;0.4302845956833231;0.0036336997161437955;0.49980278386939575;0.004717892832416095;0.13025736808776855;0.003624527059032392
reg_kernel:rbf_gamma:scale_nu:0.2;0.5011366763006303;0.005836785455319724;0.7930461633472287;0.02542102511068555;0.6141008586513224;0.011727706659582627;0.5232732621550777;0.021807934399872577;0.22248062015503875;0.012403100775193798;0.311759406251333;0.011577769520690784;0.5122049692278541;0.013819209883514982;0.5077633917511337;0.009009708689439637;0.46293013245132764;0.006566135199593307;0.5122842526567527;0.013875346548997528;0.5056591130604289;0.008997481115051813;0.46181576967733806;0.0065297440011458695;0.5056591130604289;0.008997481115051813;0.172194242477417;0.0017697301360338799
reg_kernel:rbf_gamma:scale_nu:0.25;0.5047381744986513;0.0037788736710677845;0.7458545622973599;0.016271706081729544;0.6020195788294742;0.007915512459461453;0.5274806555864828;0.010212696274566484;0.27906976744186046;0.006933544116278429;0.36487866273183883;0.004293932677736878;0.516109415042567;0.006990746271696962;0.5124621648696102;0.005243518236986517;0.48344912078065655;0.0032388430981157004;0.5161920618791841;0.007006942894375354;0.5107349537037037;0.005302446700319647;0.48257135391868233;0.0032907728911343243;0.5107349537037037;0.005302446700319647;0.20681195259094237;0.00670798878376338
reg_kernel:rbf_gamma:scale_nu:0.3;0.5027131340838846;0.0071636122697914225;0.6939509031959241;0.023677610410539323;0.5829911999635176;0.013143069712420033;0.5186527896417994;0.015945919432474868;0.32403100775193805;0.005257620141957559;0.39868571829575294;0.003527787381670648;0.5106829618628421;0.011535421445763189;0.508990955473931;0.009899488430282365;0.4908384591296352;0.007648844326736799;0.5107431422944348;0.011570499701044935;0.5076152838693957;0.009773967695176564;0.4901533137988305;0.007602299951235391;0.5076152838693957;0.009773967695176564;0.23856353759765625;0.004760681849354832
reg_kernel:rbf_gamma:scale_nu:0.35;0.4973889974473864;0.008907059794879194;0.6443847460243941;0.024815931671511658;0.5613641101386376;0.01512876477049167;0.5065970463832008;0.015990177651700275;0.3589147286821705;0.00310077519379843;0.42001708287412615;0.004804883203066037;0.5019930219152936;0.012433980136374626;0.5016497373532822;0.011485358090748243;0.4906905965063818;0.00975032086632953;0.5020285451173151;0.01246198712841117;0.500588602582846;0.01134656989026512;0.49016573745062475;0.009690021161134401;0.500588602582846;0.01134656989026512;0.2735587120056152;0.005600753014472633
reg_kernel:rbf_gamma:scale_nu:0.4;0.4920484717771891;0.009556176122704882;0.5948093253049251;0.021224626895651574;0.5385244054300187;0.01429902154818864;0.49784776891172583;0.013741707903391834;0.3953488372093023;0.007751937984496121;0.4406349123194836;0.008497075561256315;0.49494812034445745;0.01163308914558974;0.4950790812571137;0.011270402615608124;0.4895796588747512;0.010539283238059761;0.4949702978025511;0.011649604748296545;0.49433936403508766;0.01119166159796648;0.48921694845612806;0.010508834290440517;0.49433936403508766;0.01119166159796648;0.402498197555542;0.016528953245361723
reg_kernel:rbf_gamma:scale_nu:0.45;0.4841658413149408;0.010820799837794432;0.541318511656631;0.029314424553689548;0.5110144515468763;0.019134033975723993;0.4895234013228113;0.01196316996038043;0.4325581395348837;0.007188851546895907;0.4590967141026008;0.0025487029905377602;0.48684462131887607;0.011377474973772549;0.48693832559575745;0.011369877539431063;0.48505558282473854;0.010431016204505475;0.4868650347248103;0.011382181726273762;0.4865306712962963;0.011223383568418715;0.484861133018038;0.010360150442301817;0.4865306712962963;0.011223383568418715;0.407314395904541;0.04466719712377242
reg_kernel:rbf_gamma:scale_nu:0.5;0.48024029955987324;0.014261914123514307;0.49173691523853635;0.03242752027605922;0.48574405128722065;0.02327940922481538;0.4881684817649151;0.012083641671569825;0.4767441860465116;0.007751937984496121;0.4822087867130625;0.004112326374148341;0.4842043906623942;0.013160169012941583;0.48424055064252397;0.013109655703992158;0.4839764190001416;0.01314264404662247;0.4842342789962279;0.013151393722971598;0.48418463693957114;0.012962650175147554;0.48396339469891714;0.013064838316683354;0.48418463693957114;0.012962650175147554;0.35905847549438474;0.008203421050185544
reg_kernel:rbf_gamma:scale_nu:0.55;0.4836384854652632;0.014805856953319022;0.44767948124131546;0.032118894237706315;0.46475572506566304;0.0242809193951352;0.4938954245935158;0.011065299212600124;0.530232558139535;0.007905456610221339;0.5112564837272273;0.00369713132034175;0.4887669550293895;0.012910189775530424;0.4889560196904251;0.012622304247143891;0.4880061043964452;0.013563940847448195;0.488805464514212;0.012895764236087293;0.4892627619395712;0.012474791087508581;0.4881790936136171;0.013482084834972256;0.4892627619395712;0.012474791087508581;0.3881955623626709;0.008011388414412455
reg_kernel:rbf_gamma:scale_nu:0.6;0.48928064724508935;0.0224530184027526;0.39574494364675006;0.03438483139733882;0.4373708993618147;0.0302144372357024;0.5000611483723783;0.013531406801277337;0.5945736434108527;0.0031007751937984053;0.5431279528105322;0.008000475724040756;0.49467089780873386;0.017973423747594874;0.4951592935288014;0.016857949627953384;0.4902494260861735;0.01900510707673907;0.4947117425907666;0.017938275311369947;0.49589881822612086;0.016714987521755435;0.4906431706246486;0.01891387261622444;0.49589881822612086;0.016714987521755435;0.4142693042755127;0.005128562469680709
reg_kernel:rbf_gamma:scale_nu:0.65;0.49715007082228324;0.017095324379535738;0.3493314806237456;0.024444846311855;0.410189011503783;0.02270865945782886;0.5046574423859259;0.00852550204138527;0.6527131782945736;0.005257620141957556;0.5691567287394141;0.005373459090635583;0.5009037566041046;0.012797172921376665;0.5010223294591596;0.01136316882367697;0.48967287012159855;0.013758832525177605;0.5009322026264614;0.012763572065099878;0.5021472953216375;0.01126049544531541;0.49026262157320594;0.013687917031178245;0.5021472953216375;0.01126049544531541;0.43525142669677735;0.012178341221342573
